"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
10685,"11-Oct-22",28,student,single,high.school,unknown,no,no,telephone,jun,tue,256,9,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10686,"11-Oct-22",52,blue-collar,divorced,high.school,no,no,no,telephone,jun,tue,676,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,yes
10687,"11-Oct-22",27,services,single,high.school,no,yes,no,telephone,jun,tue,170,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10688,"11-Oct-22",28,technician,single,professional.course,no,no,yes,telephone,jun,tue,63,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10689,"11-Oct-22",40,technician,married,basic.9y,unknown,yes,no,telephone,jun,tue,168,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10690,"11-Oct-22",59,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,133,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10691,"11-Oct-22",41,services,married,high.school,no,yes,no,telephone,jun,tue,153,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10692,"11-Oct-22",32,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,tue,118,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10693,"11-Oct-22",35,technician,married,professional.course,no,yes,no,telephone,jun,tue,117,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10694,"11-Oct-22",52,technician,married,high.school,no,no,no,telephone,jun,tue,572,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10695,"11-Oct-22",38,admin.,single,unknown,unknown,no,no,telephone,jun,tue,681,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10696,"11-Oct-22",47,technician,married,professional.course,no,yes,no,telephone,jun,tue,59,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10697,"11-Oct-22",37,services,divorced,high.school,no,yes,no,telephone,jun,tue,42,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10698,"11-Oct-22",32,self-employed,married,basic.9y,no,yes,yes,telephone,jun,tue,408,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10699,"11-Oct-22",48,blue-collar,married,unknown,unknown,yes,yes,telephone,jun,tue,127,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10700,"11-Oct-22",39,blue-collar,married,high.school,no,yes,yes,telephone,jun,tue,314,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10701,"11-Oct-22",33,admin.,married,university.degree,no,no,yes,telephone,jun,tue,277,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10702,"11-Oct-22",36,entrepreneur,single,university.degree,no,no,no,telephone,jun,tue,140,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10703,"11-Oct-22",50,entrepreneur,married,university.degree,no,no,no,telephone,jun,tue,424,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10704,"11-Oct-22",37,admin.,single,high.school,no,yes,yes,telephone,jun,tue,159,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10705,"11-Oct-22",30,entrepreneur,married,professional.course,no,yes,no,telephone,jun,tue,775,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,yes
10706,"11-Oct-22",57,self-employed,married,university.degree,unknown,no,no,telephone,jun,tue,187,7,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10707,"11-Oct-22",36,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,tue,102,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10708,"11-Oct-22",30,self-employed,single,university.degree,no,yes,no,telephone,jun,tue,2621,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,yes
10709,"11-Oct-22",33,admin.,married,high.school,no,no,no,telephone,jun,tue,96,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10710,"11-Oct-22",50,admin.,married,high.school,no,yes,no,telephone,jun,tue,167,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10711,"11-Oct-22",29,services,married,high.school,no,no,no,telephone,jun,tue,200,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10712,"11-Oct-22",46,services,married,professional.course,no,no,no,telephone,jun,tue,75,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10713,"11-Oct-22",22,services,single,basic.4y,no,yes,no,telephone,jun,tue,249,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10714,"11-Oct-22",50,admin.,married,high.school,unknown,yes,no,telephone,jun,tue,85,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10715,"11-Oct-22",45,management,married,university.degree,no,yes,no,telephone,jun,tue,134,7,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10716,"11-Oct-22",47,admin.,married,university.degree,no,yes,no,telephone,jun,tue,50,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10717,"11-Oct-22",37,technician,married,university.degree,no,yes,no,telephone,jun,tue,173,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10718,"11-Oct-22",42,self-employed,married,unknown,no,yes,no,telephone,jun,tue,60,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10719,"11-Oct-22",39,unemployed,married,professional.course,unknown,no,no,telephone,jun,tue,320,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10720,"11-Oct-22",37,technician,married,professional.course,no,no,no,telephone,jun,tue,854,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10721,"11-Oct-22",51,services,married,high.school,no,no,no,telephone,jun,tue,236,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10722,"11-Oct-22",55,technician,married,basic.9y,no,yes,no,telephone,jun,tue,183,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10723,"11-Oct-22",28,admin.,married,high.school,no,yes,no,telephone,jun,tue,185,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10724,"11-Oct-22",43,technician,married,professional.course,no,yes,no,telephone,jun,tue,41,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10725,"11-Oct-22",40,services,married,basic.6y,unknown,no,yes,telephone,jun,tue,39,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10726,"11-Oct-22",32,services,married,basic.9y,no,no,no,telephone,jun,tue,138,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10727,"11-Oct-22",43,admin.,married,university.degree,no,yes,no,telephone,jun,tue,411,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10728,"11-Oct-22",56,retired,married,basic.4y,no,no,no,telephone,jun,tue,394,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10729,"11-Oct-22",26,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,209,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10730,"11-Oct-22",26,admin.,married,high.school,no,yes,no,telephone,jun,tue,266,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10731,"11-Oct-22",36,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,134,7,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10732,"11-Oct-22",38,admin.,married,university.degree,no,no,no,telephone,jun,tue,311,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10733,"11-Oct-22",47,blue-collar,married,unknown,unknown,no,no,telephone,jun,tue,705,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10734,"11-Oct-22",28,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,89,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10735,"11-Oct-22",39,admin.,married,high.school,no,no,no,telephone,jun,tue,93,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10736,"11-Oct-22",50,management,married,basic.4y,unknown,no,no,telephone,jun,tue,847,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10737,"11-Oct-22",40,admin.,married,high.school,unknown,no,no,telephone,jun,tue,675,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10738,"11-Oct-22",50,housemaid,divorced,basic.4y,unknown,yes,yes,telephone,jun,tue,273,27,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10739,"11-Oct-22",33,admin.,single,high.school,unknown,no,yes,telephone,jun,tue,162,7,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10740,"11-Oct-22",54,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,213,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10741,"11-Oct-22",29,admin.,single,university.degree,no,no,no,telephone,jun,tue,641,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10742,"11-Oct-22",33,admin.,single,university.degree,no,yes,no,telephone,jun,tue,61,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10743,"11-Oct-22",29,student,married,high.school,no,no,yes,telephone,jun,tue,136,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10744,"11-Oct-22",27,technician,single,high.school,no,no,no,telephone,jun,tue,187,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10745,"11-Oct-22",57,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,332,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10746,"11-Oct-22",34,entrepreneur,single,professional.course,no,no,no,telephone,jun,tue,76,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10747,"11-Oct-22",28,services,single,high.school,no,no,no,telephone,jun,tue,406,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10748,"11-Oct-22",35,admin.,married,university.degree,no,no,yes,telephone,jun,tue,544,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10749,"11-Oct-22",35,self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,363,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10750,"11-Oct-22",50,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,tue,756,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10751,"11-Oct-22",45,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,117,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10752,"11-Oct-22",40,entrepreneur,married,basic.4y,unknown,yes,no,telephone,jun,tue,76,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10753,"11-Oct-22",41,management,married,basic.6y,no,no,yes,telephone,jun,tue,271,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10754,"11-Oct-22",58,admin.,single,professional.course,unknown,no,no,telephone,jun,tue,203,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10755,"11-Oct-22",36,blue-collar,married,university.degree,unknown,no,no,telephone,jun,tue,338,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10756,"11-Oct-22",36,admin.,single,university.degree,no,no,no,telephone,jun,tue,70,10,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10757,"11-Oct-22",37,admin.,married,university.degree,no,no,no,telephone,jun,tue,198,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10758,"11-Oct-22",37,technician,married,high.school,no,yes,no,telephone,jun,tue,398,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10759,"11-Oct-22",42,admin.,married,high.school,unknown,no,no,telephone,jun,tue,956,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10760,"11-Oct-22",54,technician,married,professional.course,unknown,yes,yes,telephone,jun,tue,76,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10761,"11-Oct-22",39,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,264,16,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10762,"11-Oct-22",39,admin.,married,university.degree,no,no,no,telephone,jun,tue,979,9,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10763,"11-Oct-22",30,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,89,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10764,"11-Oct-22",39,entrepreneur,married,high.school,no,no,no,telephone,jun,tue,135,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10765,"11-Oct-22",40,services,single,high.school,no,no,no,telephone,jun,tue,420,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10766,"11-Oct-22",37,technician,single,high.school,unknown,no,no,telephone,jun,tue,548,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10767,"11-Oct-22",52,unemployed,married,high.school,no,yes,no,telephone,jun,tue,235,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10768,"11-Oct-22",56,admin.,married,unknown,no,yes,no,telephone,jun,tue,87,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10769,"11-Oct-22",43,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,169,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10770,"11-Oct-22",31,management,married,high.school,no,yes,yes,telephone,jun,tue,343,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10771,"11-Oct-22",42,unemployed,married,professional.course,no,yes,no,telephone,jun,tue,88,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10772,"11-Oct-22",26,admin.,single,basic.4y,no,yes,yes,telephone,jun,tue,68,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10773,"11-Oct-22",39,services,married,high.school,no,no,no,telephone,jun,tue,77,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10774,"11-Oct-22",42,management,married,basic.9y,no,yes,no,telephone,jun,tue,116,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10775,"11-Oct-22",44,services,single,high.school,no,no,no,telephone,jun,tue,363,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10776,"11-Oct-22",30,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,116,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10777,"11-Oct-22",42,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,311,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10778,"11-Oct-22",45,unknown,married,unknown,unknown,yes,yes,telephone,jun,tue,138,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10779,"11-Oct-22",44,entrepreneur,married,basic.4y,unknown,no,no,telephone,jun,tue,48,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10780,"11-Oct-22",44,blue-collar,married,high.school,unknown,no,no,telephone,jun,tue,390,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10781,"11-Oct-22",28,management,married,high.school,unknown,no,no,telephone,jun,tue,61,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10782,"11-Oct-22",45,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,65,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10783,"11-Oct-22",35,unemployed,divorced,basic.4y,no,yes,yes,telephone,jun,tue,637,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10784,"11-Oct-22",37,technician,single,university.degree,no,yes,no,telephone,jun,tue,117,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10785,"11-Oct-22",24,admin.,single,university.degree,no,yes,no,telephone,jun,tue,128,21,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10786,"11-Oct-22",30,technician,married,university.degree,unknown,no,no,telephone,jun,tue,130,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10787,"11-Oct-22",43,blue-collar,married,basic.6y,unknown,yes,yes,telephone,jun,tue,193,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10788,"11-Oct-22",32,technician,divorced,professional.course,no,yes,no,telephone,jun,tue,269,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10789,"11-Oct-22",36,admin.,single,high.school,no,yes,no,telephone,jun,tue,150,7,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10790,"11-Oct-22",44,admin.,divorced,high.school,no,no,no,telephone,jun,tue,132,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10791,"11-Oct-22",46,blue-collar,divorced,basic.6y,no,yes,no,telephone,jun,tue,1208,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10792,"11-Oct-22",45,management,married,university.degree,no,yes,no,telephone,jun,tue,228,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10793,"11-Oct-22",29,technician,divorced,university.degree,no,no,yes,telephone,jun,tue,585,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10794,"11-Oct-22",51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,334,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10795,"11-Oct-22",37,blue-collar,single,university.degree,no,no,no,telephone,jun,tue,229,7,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10796,"11-Oct-22",55,housemaid,married,university.degree,no,yes,no,telephone,jun,tue,441,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
10797,"11-Oct-22",38,blue-collar,divorced,basic.6y,no,yes,no,telephone,jun,wed,60,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10798,"11-Oct-22",59,admin.,married,university.degree,no,yes,no,telephone,jun,wed,47,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10799,"11-Oct-22",32,self-employed,divorced,professional.course,unknown,yes,no,telephone,jun,wed,235,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10800,"11-Oct-22",58,blue-collar,married,high.school,no,no,no,telephone,jun,wed,270,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10801,"11-Oct-22",32,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,wed,192,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10802,"11-Oct-22",54,blue-collar,married,high.school,no,yes,yes,telephone,jun,wed,26,7,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10803,"11-Oct-22",38,unemployed,married,basic.9y,unknown,yes,no,telephone,jun,wed,89,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10804,"11-Oct-22",49,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,61,7,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10805,"11-Oct-22",43,services,married,high.school,no,no,no,telephone,jun,wed,386,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10806,"11-Oct-22",36,admin.,divorced,high.school,no,yes,no,telephone,jun,wed,54,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10807,"11-Oct-22",52,admin.,married,university.degree,unknown,yes,no,telephone,jun,wed,272,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10808,"11-Oct-22",43,technician,single,professional.course,no,unknown,unknown,telephone,jun,wed,35,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10809,"11-Oct-22",28,admin.,single,high.school,no,no,no,telephone,jun,wed,284,8,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10810,"11-Oct-22",46,technician,divorced,professional.course,no,no,no,telephone,jun,wed,53,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10811,"11-Oct-22",42,housemaid,married,unknown,unknown,yes,no,telephone,jun,wed,311,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10812,"11-Oct-22",31,blue-collar,married,basic.9y,no,no,yes,telephone,jun,wed,245,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10813,"11-Oct-22",38,blue-collar,married,basic.9y,no,no,yes,telephone,jun,wed,151,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10814,"11-Oct-22",50,services,married,high.school,no,yes,yes,telephone,jun,wed,64,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10815,"11-Oct-22",39,services,single,high.school,no,yes,no,telephone,jun,wed,205,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10816,"11-Oct-22",34,technician,married,university.degree,no,yes,no,telephone,jun,wed,250,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10817,"11-Oct-22",30,management,single,university.degree,no,yes,no,telephone,jun,wed,66,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10818,"11-Oct-22",51,technician,married,high.school,no,no,yes,telephone,jun,wed,137,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10819,"11-Oct-22",43,admin.,married,high.school,unknown,no,no,telephone,jun,wed,30,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10820,"11-Oct-22",26,admin.,single,high.school,no,no,no,telephone,jun,wed,72,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10821,"11-Oct-22",35,admin.,married,university.degree,no,yes,no,telephone,jun,wed,284,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10822,"11-Oct-22",24,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,wed,126,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10823,"11-Oct-22",51,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,120,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10824,"11-Oct-22",31,unemployed,divorced,basic.4y,no,yes,no,telephone,jun,wed,48,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10825,"11-Oct-22",45,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,wed,262,9,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10826,"11-Oct-22",30,student,single,university.degree,no,yes,no,telephone,jun,wed,1062,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10827,"11-Oct-22",46,unemployed,divorced,basic.9y,no,no,no,telephone,jun,wed,283,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10828,"11-Oct-22",44,admin.,single,high.school,no,no,no,telephone,jun,wed,295,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10829,"11-Oct-22",26,blue-collar,single,unknown,no,yes,yes,telephone,jun,wed,203,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10830,"11-Oct-22",38,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,37,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10831,"11-Oct-22",30,admin.,married,university.degree,no,no,yes,telephone,jun,wed,18,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10832,"11-Oct-22",33,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,18,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10833,"11-Oct-22",31,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,350,7,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10834,"11-Oct-22",47,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,wed,190,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10835,"11-Oct-22",57,retired,married,unknown,unknown,yes,no,telephone,jun,wed,54,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10836,"11-Oct-22",36,blue-collar,single,high.school,no,yes,no,telephone,jun,wed,835,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,yes
10837,"11-Oct-22",30,services,married,high.school,no,yes,no,telephone,jun,wed,421,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10838,"11-Oct-22",40,blue-collar,divorced,basic.9y,unknown,unknown,unknown,telephone,jun,wed,104,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10839,"11-Oct-22",32,services,married,professional.course,no,unknown,unknown,telephone,jun,wed,164,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10840,"11-Oct-22",45,entrepreneur,married,unknown,no,no,no,telephone,jun,wed,89,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10841,"11-Oct-22",29,technician,single,high.school,no,no,no,telephone,jun,wed,112,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10842,"11-Oct-22",37,management,married,university.degree,no,yes,no,telephone,jun,wed,744,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10843,"11-Oct-22",45,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,503,11,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10844,"11-Oct-22",48,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,321,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10845,"11-Oct-22",35,admin.,divorced,basic.9y,unknown,yes,no,telephone,jun,wed,24,10,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10846,"11-Oct-22",34,admin.,married,university.degree,no,yes,no,telephone,jun,wed,102,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10847,"11-Oct-22",42,technician,married,basic.6y,no,yes,no,telephone,jun,wed,261,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10848,"11-Oct-22",32,admin.,single,high.school,unknown,no,no,telephone,jun,wed,213,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10849,"11-Oct-22",31,technician,married,professional.course,no,no,no,telephone,jun,wed,371,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,yes
10850,"11-Oct-22",38,admin.,single,university.degree,no,yes,no,telephone,jun,wed,190,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10851,"11-Oct-22",30,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,114,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10852,"11-Oct-22",54,housemaid,married,basic.4y,unknown,no,no,telephone,jun,wed,221,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10853,"11-Oct-22",38,admin.,single,basic.9y,unknown,yes,no,telephone,jun,wed,247,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10854,"11-Oct-22",25,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,680,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10855,"11-Oct-22",25,services,single,professional.course,no,no,no,telephone,jun,wed,185,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
10856,"11-Oct-22",51,unemployed,divorced,university.degree,unknown,yes,yes,telephone,jun,wed,110,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
